TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
JOHNSTONE_PARVB_TARGETS_3_UP	JOHNSTONE_PARVB_TARGETS_3_UP	3.53948345373875e-30	-67.8135719903456	410	107	0.0777051561365287	1377	17758	7803,4351,9945,81622,64866,375790,55366,79710,10162,50848,23580,57617,595,334,182,6337,5328,26031,4070,51703,3976,7071,10957,57326,29997,79971,6275,57149,7431,360,26503,23510,55974,2260,10133,123,2934,6892,221,1650,54502,10312,6778,25824,113146,8714,81889,4343,823,10509,2896,123016,7433,23043,64761,6819,2335,7086,10123,55766,79137,6273,3959,965,119392,2799,373156,84910,3675,7076,1471,84171,3107,9961,64847,3992,23130,7050,127262,9761,26509,54704,10410,307,5836,7108,10567,10577,6829,6641,388,1891,5834,301,11322,847,3106,54884,1435,3656,4792,64073,3691,7026,37,10140,10938	PTP4A1,MPI,GFPT2,UNC93B1,CDCP1,AGRN,LGR4,MORC4,LPCAT3,F11R,CDC42EP4,VPS18,CCND1,APLP2,JAG1,SCNN1A,PLAU,OSBPL3,TACSTD2,ACSL5,LIF,KLF10,PNRC1,PBXIP1,GLTSCR2,WLS,S100A4,LYRM1,VIM,AQP3,SLC17A5,KCTD2,SLC50A1,FGFR1,OPTN,PLIN2,GSN,TAPBP,ALDH3B1,DDOST,RBM47,TCIRG1,STAT6,PRDX5,AHNAK2,ABCC3,FAHD1,MOV10,CAPN1,SEMA4B,GRN,TTC8,VIPR1,TNIK,PARP12,SULT1C2,FN1,TKT,ARL4C,H2AFJ,FAM134A,S100A2,LGALS3BP,CD58,SFR1,GNS,GSTK1,TMEM87B,ITGA3,TIMP1,CST3,LOXL4,HLA-C,MVP,SPATA20,FADS1,ATG2A,TGIF1,TPRG1L,MLEC,MYOF,PDP1,IFITM3,ANXA4,PYGL,TM7SF2,RABAC1,NPC2,SUPT5H,SNTB1,RHOB,ECH1,PYGB,ANXA1,TMC6,CAT,HLA-B,RETSAT,CSF1,IRAK2,NFKBIA,C19orf33,ITGB4,NR2F2,ACADVL,TOB1,EHD1
SMIRNOV_RESPONSE_TO_IR_6HR_UP	SMIRNOV_RESPONSE_TO_IR_6HR_UP	1.12386098507241e-25	-57.4478572597897	154	58	0.0421205519244735	1377	17758	5564,7508,1195,9050,8493,5142,10978,3978,9518,1026,780,4628,2783,8744,4000,23580,9582,4193,55603,26154,8824,998,25840,740,51499,2232,55332,59,2149,56180,4851,1643,373,85377,55279,7832,8795,2274,9638,900,127544,27244,23654,9540,355,2517,5228,54884,10769,1435,10544,64782,27113,22954,317,5429,64393,10140	PRKAB1,XPC,CLK1,PSTPIP2,PPM1D,PDE4B,CLP1,LIG1,GDF15,CDKN1A,DDR1,MYH10,GNB2,TNFSF9,LMNA,CDC42EP4,APOBEC3B,MDM2,FAM46A,ABCA12,CES2,CDC42,METTL7A,MRPL49,TRIAP1,FDXR,DRAM1,ACTA2,F2R,MOSPD1,NOTCH1,DDB2,TRIM23,MICALL1,ZNF654,BTG2,TNFRSF10B,FHL2,FEZ1,CCNG1,RNF19B,SESN1,PLXNB2,TP53I3,FAS,FUCA1,PGF,RETSAT,PLK2,CSF1,PROCR,AEN,BBC3,TRIM32,APAF1,POLH,ZMAT3,TOB1
GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_UP	GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_UP	8.24210834109954e-25	-55.4553711470198	1094	184	0.13362381989833	1377	17758	7803,4712,1376,27242,3074,6890,50848,1026,130589,81669,121457,2752,339665,83443,286077,150275,10766,7922,8733,64129,3566,3976,11274,475,114294,9638,23406,55601,127544,9262,5228,55608,2934,55200,57570,55670,55062,10769,92714,6483,25907,64393,823,5442,1948,3927,9852,64761,84747,94241,1609,51477,4125,3337,6560,9973,9600,7102,9684,2799,1317,9401,55806,54498,149371,51449,9646,8694,9114,25946,2052,1308,10906,23531,130814,157506,2274,26751,10577,3437,9636,55544,355,5986,51646,1435,51614,4190,37,10611,64135,23623,10938,55599,3600,51559,10383,3635,9050,10978,79710,115207,526,55266,284439,780,3303,5331,57617,79174,10247,4193,6337,30000,2941,4940,115399,64065,84261,84722,7832,1371,1153,5734,9446,6232,3664,6773,8324,123,10573,6892,10312,210,6772,688,22954,83638,26586,79637,9518,10608,1382,8726,1947,3959,4189,2937,1384,2232,55332,8751,27075,83786,2184,10765,1397,64359,900,3570,8638,9564,6051,2353,23654,3304,2517,11322,23052,54884,25806,5547,10857,5371,5268,10544,64782,317,3691,7855,196,255252,201176,3712	PTP4A1,NDUFB6,CPT2,TNFRSF21,HEXB,TAP1,F11R,CDKN1A,GALM,CCNL2,IKBIP,GLUL,SLC35E4,SF3B5,FAM83H,CCDC117,TOB2,SLC39A7,GPAA1,TINAGL1,IL4R,LIF,USP18,ATOX1,LACTB,FEZ1,COTL1,DDX60,RNF19B,STK17B,PGF,ANKRD10,GSN,PLEKHG6,TRMT5,PEX26,WIPI1,PLK2,ARRDC1,ST3GAL2,TMEM158,ZMAT3,CAPN1,POLRMT,EFNB2,LASP1,EPM2AIP1,PARP12,UNC119B,TP53INP1,DGKQ,ISYNA1,MAN2B1,DNAJB1,SLC12A4,CCS,PITPNM1,TSPAN7,LRRC14,GNS,SLC31A1,RECQL4,HR,SMOX,EXOC8,PCYOX1,CTR9,DGAT1,ATP6V0D1,ZNF385A,EPHX1,COL17A1,TRAFD1,MMD,PQLC3,RDH10,FHL2,SH3YL1,NPC2,IFIT3,ISG15,RBM38,FAS,RFNG,YPEL5,CSF1,ERGIC3,MDH1,ACADVL,PDLIM5,IFIH1,RUSC1,EHD1,RNPC3,IL15,NT5DC3,TUBB4B,INPP5D,PSTPIP2,CLP1,MORC4,KCTD12,ATP6V1B2,TMEM19,SLC25A42,DDR1,HSPA1A,PLCB3,VPS18,CRELD2,HRSP12,MDM2,SCNN1A,TNPO2,GSTA4,OAS3,LRRC56,PERP,FBXW9,PSRC1,BTG2,CPOX,CIRBP,PTGER4,GSTO1,RPS27,IRF6,STAT2,FZD7,PLIN2,MRPL28,TAPBP,TCIRG1,ALAD,STAT1,KLF5,TRIM32,C11orf68,CKAP2,ARMC7,GDF15,MXD4,CRABP2,EED,EFNB1,LGALS3BP,DNAJB9,GSS,CRAT,FDXR,DRAM1,ADAM15,TSPAN13,FRMD8,FAH,KDM5B,CRIP2,NXN,CCNG1,IL6R,OASL,BCAR1,RNPEP,FOS,PLXNB2,HSPA1B,FUCA1,TMC6,ENDOD1,RETSAT,VAX2,PRCP,PGRMC1,PML,SERPINB5,PROCR,AEN,APAF1,ITGB4,FZD5,AHR,LRRC57,ARHGAP27,IVD
DACOSTA_UV_RESPONSE_VIA_ERCC3_UP	DACOSTA_UV_RESPONSE_VIA_ERCC3_UP	5.73986323232204e-21	-46.606851569949	299	76	0.0551924473493101	1377	17758	9134,836,7317,23177,7389,2064,8744,2752,5331,1031,5111,23336,7706,22869,5499,1267,3306,1545,7390,10957,7832,4597,6303,11054,5982,4832,9540,7263,5228,572,10573,6903,10312,10084,7298,8793,1175,1030,3489,1195,81620,84890,682,5997,2950,3105,9810,2261,4245,2665,51499,2232,7009,8694,23467,1936,2052,7014,91289,3992,7108,7384,10567,80777,9636,55544,388,23154,6415,6210,1845,51614,11040,10140,7162,3659	CCNE2,CASP3,UBA1,CEP68,UROD,ERBB2,TNFSF9,GLUL,PLCB3,CDKN2C,PCNA,SYNM,TRIM25,ZNF510,PPP1CA,CNP,HSPA2,CYP1B1,UROS,PNRC1,BTG2,MVD,SAT1,OGFR,RFC2,NME3,TP53I3,TST,PGF,BAD,MRPL28,TBCC,TCIRG1,PQBP1,TYMS,TNFRSF10D,AP2S1,CDKN2B,IGFBP6,CLK1,CDT1,ADO,BSG,RGS2,GSTP1,HLA-A,RNF40,FGFR3,MGAT1,GDI2,TRIAP1,FDXR,TMBIM6,DGAT1,NPTXR,EEF1D,EPHX1,TERF2,LMF2,FADS1,TM7SF2,UQCRC1,RABAC1,CYB5B,ISG15,RBM38,RHOB,NCDN,SEPW1,RPS15A,DUSP3,ERGIC3,PIM2,TOB1,TPBG,IRF1
DUTERTRE_ESTRADIOL_RESPONSE_24HR_DN	DUTERTRE_ESTRADIOL_RESPONSE_24HR_DN	7.31069168624426e-21	-46.3649490616684	487	102	0.0740740740740741	1377	17758	7559,84614,27242,4430,2064,9666,3597,2495,1026,134510,4179,143686,6281,94103,220,6717,11221,4070,59277,112399,3459,5874,9353,56180,10957,5468,6645,7832,57822,5734,55788,360,26503,3664,8507,10184,214,55601,57205,79666,8324,10133,123,4488,10769,3912,113146,5937,7088,51719,9497,8714,688,55568,302,666,1948,1030,64761,2335,1195,54625,122786,94241,389,1326,10123,677,9518,1382,79962,3725,55332,23554,1265,9475,83666,51347,81607,127262,5097,10765,54704,55279,2274,8654,26751,8476,55818,116068,79633,2200,51646,961,283209,3685,23187,10611,1992,4325,132864,196	ZNF12,ZBTB37,TNFRSF21,MYO1B,ERBB2,DZIP3,IL13RA1,FTH1,CDKN1A,UBLCP1,CD46,SESN3,S100A10,ORMDL3,ALDH1A3,SRI,DUSP10,TACSTD2,NTN4,EGLN3,IFNGR1,RAB27B,SLIT2,MOSPD1,PNRC1,PPARG,SNTB2,BTG2,GRHL3,PTGER4,LMBRD1,AQP3,SLC17A5,IRF6,ENC1,LHFPL2,ALCAM,DDX60,ATP10D,PLEKHF2,FZD7,OPTN,PLIN2,MSX2,PLK2,LAMB1,AHNAK2,RBMS1,TLE1,CAB39,SLC4A7,ABCC3,KLF5,GALNT10,ANXA2,BOK,EFNB2,CDKN2B,PARP12,FN1,CLK1,PARP14,FRMD6,TP53INP1,RHOC,MAP3K8,ARL4C,ZFP36L1,GDF15,CRABP2,DNAJC22,JUN,DRAM1,TSPAN12,CNN2,ROCK2,PARP9,TAOK3,PVRL4,TPRG1L,PCDH1,KDM5B,PDP1,ZNF654,FHL2,PDE5A,SH3YL1,CDC42BPA,KDM3A,LYSMD3,FAT4,FBN1,YPEL5,CD47,PGM2L1,ITGAV,PHLDB1,PDLIM5,SERPINB1,MMP16,CPEB2,AHR
GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_UP	GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_UP	1.27322585271982e-20	-45.8101481383519	592	115	0.0835148874364561	1377	17758	7803,3600,51559,1376,3635,3074,10978,79710,115207,50848,130589,1026,121457,55266,780,3303,10247,286077,4193,150275,2941,64129,115399,64065,3976,84722,7832,1371,475,114294,1153,9638,3664,23406,9262,8324,5228,55608,10573,2934,55200,57570,55062,6772,6483,22954,25907,64393,5442,1948,3927,83638,84747,26586,94241,79637,1609,9518,4125,3337,10608,9973,9600,1947,3959,4189,2937,2799,1317,9401,1384,54498,2232,149371,51449,55332,9646,27075,9114,83786,25946,2184,2052,10906,23531,130814,1397,64359,26751,900,3570,10577,9564,6051,23654,55544,3304,355,2517,11322,23052,5986,5547,51614,5268,10544,317,3691,7855,10611,255252,201176,23623,57679,3712	PTP4A1,IL15,NT5DC3,CPT2,INPP5D,HEXB,CLP1,MORC4,KCTD12,F11R,GALM,CDKN1A,IKBIP,TMEM19,DDR1,HSPA1A,HRSP12,FAM83H,MDM2,CCDC117,GSTA4,TINAGL1,LRRC56,PERP,LIF,PSRC1,BTG2,CPOX,ATOX1,LACTB,CIRBP,FEZ1,IRF6,COTL1,STK17B,FZD7,PGF,ANKRD10,MRPL28,GSN,PLEKHG6,TRMT5,WIPI1,STAT1,ST3GAL2,TRIM32,TMEM158,ZMAT3,POLRMT,EFNB2,LASP1,C11orf68,UNC119B,CKAP2,TP53INP1,ARMC7,DGKQ,GDF15,MAN2B1,DNAJB1,MXD4,CCS,PITPNM1,EFNB1,LGALS3BP,DNAJB9,GSS,GNS,SLC31A1,RECQL4,CRAT,SMOX,FDXR,EXOC8,PCYOX1,DRAM1,CTR9,TSPAN13,ATP6V0D1,FRMD8,ZNF385A,FAH,EPHX1,TRAFD1,MMD,PQLC3,CRIP2,NXN,SH3YL1,CCNG1,IL6R,NPC2,BCAR1,RNPEP,PLXNB2,RBM38,HSPA1B,FAS,FUCA1,TMC6,ENDOD1,RFNG,PRCP,ERGIC3,SERPINB5,PROCR,APAF1,ITGB4,FZD5,PDLIM5,LRRC57,ARHGAP27,RUSC1,ALS2,IVD
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	8.12280876773115e-18	-39.3518556721753	108	40	0.0290486564996369	1377	17758	6202,6209,23480,6235,6193,6138,6748,23521,6745,6164,6137,23478,6141,6134,6170,6155,6227,6222,6228,6207,6159,6133,7311,10952,6160,6144,6129,6232,6142,4736,6157,6189,6130,6210,6158,1650,6201,6208,60559,6146	RPS8,RPS15,SEC61G,RPS29,RPS5,RPL15,SSR4,RPL13A,SSR1,RPL34,RPL13,SEC11A,RPL18,RPL10,RPL39,RPL27,RPS21,RPS18,RPS23,RPS13,RPL29,RPL9,UBA52,SEC61B,RPL31,RPL21,RPL7,RPS27,RPL18A,RPL10A,RPL27A,RPS3A,RPL7A,RPS15A,RPL28,DDOST,RPS7,RPS14,SPCS3,RPL22
HSIAO_HOUSEKEEPING_GENES	HSIAO_HOUSEKEEPING_GENES	1.19404292606093e-17	-38.9666016150998	382	82	0.0595497458242556	1377	17758	10983,7295,7317,1314,8655,6235,6193,5250,2495,5720,2752,1933,334,6141,6281,8665,6227,6222,6159,7311,10952,6133,5441,7832,6160,475,1153,6142,9446,7431,4736,292,6201,6208,3065,302,8237,4048,3315,311,6202,6209,3927,11331,967,2950,3105,23521,6164,6118,6137,8824,2665,6170,1471,6155,7009,6774,1936,6228,516,6144,6129,1892,10577,3611,6157,4781,355,6189,6130,6415,2517,6158,6210,5859,4792,4190,2273,5223,11065,2876	CCNI,TXN,UBA1,COPA,DYNLL1,RPS29,RPS5,SLC25A3,FTH1,PSME1,GLUL,EEF1B2,APLP2,RPL18,S100A10,EIF3F,RPS21,RPS18,RPL29,UBA52,SEC61B,RPL9,POLR2L,BTG2,RPL31,ATOX1,CIRBP,RPL18A,GSTO1,VIM,RPL10A,SLC25A5,RPS7,RPS14,HDAC1,ANXA2,USP11,LTA4H,HSPB1,ANXA11,RPS8,RPS15,LASP1,PHB2,CD63,GSTP1,HLA-A,RPL13A,RPL34,RPA2,RPL13,CES2,GDI2,RPL39,CST3,RPL27,TMBIM6,STAT3,EEF1D,RPS23,ATP5G1,RPL21,RPL7,ECHS1,NPC2,ILK,RPL27A,NFIB,FAS,RPS3A,RPL7A,SEPW1,FUCA1,RPL28,RPS15A,QARS,NFKBIA,MDH1,FHL1,PGAM1,UBE2C,GPX1
NUYTTEN_EZH2_TARGETS_UP	NUYTTEN_EZH2_TARGETS_UP	5.82625523996739e-17	-37.3815721128221	985	152	0.11038489469862	1377	17758	5655,375790,5565,6890,1026,92737,22809,23580,1890,3909,998,150275,3572,5290,59277,6102,29915,9353,64167,10159,3920,3841,10957,23670,11274,80213,57561,114294,55601,10133,58480,55608,91107,4047,10769,113146,51719,27113,1979,22890,23586,59269,860,64761,2335,2308,389,677,54809,55008,3725,57590,55362,5480,23461,23767,1291,223117,3107,9961,4907,54704,6993,307,9948,57169,55818,51129,355,2114,1845,1435,4792,961,10371,64135,3659,10938,9945,51566,523,5721,6513,6648,9123,85456,334,92305,55603,7706,23167,103,4940,169200,5874,51522,56180,6275,6303,360,3664,133,6773,6892,55337,6772,5033,302,5570,23043,9903,54625,122786,10123,9518,27286,4189,4121,965,286,151556,25945,10010,6238,55332,8313,6446,308,960,83666,55279,3570,246330,8638,23654,301,6415,9943,23052,3106,54884,840,23503,10447,5371,51752,7855,7026,57537,132864,2876,7162	KLK10,AGRN,PRKAB2,TAP1,CDKN1A,DNER,ATF5,CDC42EP4,TYMP,LAMA3,CDC42,CCDC117,IL6ST,PIK3CA,NTN4,RP2,HCFC2,SLIT2,ERAP2,ATP6AP2,LAMP2,KPNA5,PNRC1,TMEM2,USP18,TM2D3,ARRDC3,LACTB,DDX60,OPTN,RHOU,ANKRD10,TRIM47,LSS,PLK2,AHNAK2,CAB39,BBC3,EIF4EBP2,ZBTB1,DDX58,HIVEP3,RUNX2,PARP12,FN1,FOXO1,RHOC,ZFP36L1,SAMD9,HERC6,JUN,WDFY1,TMEM63B,PPIC,ABCA5,FLRT3,COL6A1,SEMA3D,HLA-C,MVP,NT5E,PDP1,DYNLT1,ANXA4,WDR1,ZNFX1,KDM3A,ANGPTL4,FAS,ETS2,DUSP3,CSF1,NFKBIA,CD47,SEMA3A,IFIH1,IRF1,EHD1,GFPT2,ARMCX3,ATP6V1A,PSME2,SLC2A1,SOD2,SLC16A3,TNKS1BP1,APLP2,TMEM129,FAM46A,TRIM25,EFR3A,ADAR,OAS3,TMEM64,RAB27B,TMEM14C,MOSPD1,S100A4,SAT1,AQP3,IRF6,ADM,STAT2,TAPBP,C19orf66,STAT1,P4HA1,ANXA2,PKIB,TNIK,KLHL21,PARP14,FRMD6,ARL4C,GDF15,SRPX2,DNAJB9,MAN1A1,CD58,ANK1,GPR155,PVRL3,TANK,RRBP1,DRAM1,AXIN2,SGK1,ANXA5,CD44,PARP9,ZNF654,IL6R,PELI3,OASL,PLXNB2,ANXA1,SEPW1,OXSR1,ENDOD1,HLA-B,RETSAT,CASP7,ZFYVE26,FAM3C,PML,ERAP1,FZD5,NR2F2,SORCS2,CPEB2,GPX1,TPBG
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	4.90464605902243e-16	-35.2511785567117	198	53	0.0384894698620189	1377	17758	1030,5564,7508,3732,8493,55766,6890,677,10608,1026,8744,64787,650,3725,4193,5111,6141,6281,51499,2232,581,55332,2149,64065,2052,3976,4851,1643,10906,7832,6275,7039,8841,6303,900,26999,27244,127544,2353,23654,355,2517,54884,10769,5268,10544,64782,317,3691,5429,64393,10140,2810	CDKN2B,PRKAB1,XPC,CD82,PPM1D,H2AFJ,TAP1,ZFP36L1,MXD4,CDKN1A,TNFSF9,EPS8L2,BMP2,JUN,MDM2,PCNA,RPL18,S100A10,TRIAP1,FDXR,BAX,DRAM1,F2R,PERP,EPHX1,LIF,NOTCH1,DDB2,TRAFD1,BTG2,S100A4,TGFA,HDAC3,SAT1,CCNG1,CYFIP2,SESN1,RNF19B,FOS,PLXNB2,FAS,FUCA1,RETSAT,PLK2,SERPINB5,PROCR,AEN,APAF1,ITGB4,POLH,ZMAT3,TOB1,SFN
