TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
SM00399	ZnF_C4	0.000641889304583467	-7.35109469190801	46	3	0.0882352941176471	34	9131	7026,5468,7025	NR2F2,PPARG,NR2F1
SM00430	HOLI	0.000727657699553843	-7.22567981326349	48	3	0.0882352941176471	34	9131	7026,5468,7025	NR2F2,PPARG,NR2F1
SM00471	HDc	0.00352865302927708	-5.64683905896486	24	2	0.0588235294117647	34	9131	10846,5139	PDE10A,PDE3A
SM00186	FBG	0.00513064030266303	-5.27252481225432	29	2	0.0588235294117647	34	9131	79937,51129	CNTNAP3,ANGPTL4
SM00282	LamG	0.0115453438152907	-4.4614730561695	44	2	0.0588235294117647	34	9131	3910,79937	LAMA4,CNTNAP3
SM00227	NEBU	0.0148137522977956	-4.21219932034928	4	1	0.0294117647058824	34	9131	10529	NEBL
SM00973	Sec63	0.0148137522977956	-4.21219932034928	4	1	0.0294117647058824	34	9131	164045	HFM1
SM00602	VPS10	0.0184837788589562	-3.99086174996279	5	1	0.0294117647058824	34	9131	57537	SORCS2
SM00132	LIM	0.029239499100214	-3.53223477488292	72	2	0.0588235294117647	34	9131	10529,10611	NEBL,PDLIM5
SM00237	Calx_beta	0.0294144187177988	-3.52627029228206	8	1	0.0294117647058824	34	9131	3691	ITGB4
SM00065	GAF	0.0294144187177988	-3.52627029228206	8	1	0.0294117647058824	34	9131	10846	PDE10A
SM00187	INB	0.0294144187177988	-3.52627029228206	8	1	0.0294117647058824	34	9131	3691	ITGB4
SM00089	PKD	0.0330316400002232	-3.41028938897363	9	1	0.0294117647058824	34	9131	57537	SORCS2
SM00036	CNH	0.036635775524167	-3.3067300426529	10	1	0.0294117647058824	34	9131	23043	TNIK
SM00445	LINK	0.050922375876461	-2.97745284737787	14	1	0.0294117647058824	34	9131	960	CD44
SM00389	HOX	0.0538195403923996	-2.92211867343743	231	3	0.0882352941176471	34	9131	5087,4488,4487	PBX1,MSX2,MSX1
SM00563	PlsC	0.0615021597396533	-2.78868298706834	17	1	0.0294117647058824	34	9131	84803	GPAT3
SM00097	WNT1	0.0684916599075048	-2.68104329430159	19	1	0.0294117647058824	34	9131	51384	WNT16
SM00231	FA58C	0.0754306254350257	-2.58454191355578	21	1	0.0294117647058824	34	9131	79937	CNTNAP3
SM00220	S_TKc	0.0767975140637872	-2.5665830083135	268	3	0.0882352941176471	34	9131	23043,817,9748	TNIK,CAMK2D,SLK
SM00442	FGF	0.0788812685438829	-2.53981148687129	22	1	0.0294117647058824	34	9131	2254	FGF9
SM00120	HX	0.0823194106978273	-2.49714834615753	23	1	0.0294117647058824	34	9131	4325	MMP16
SM00174	RHO	0.0891583676641137	-2.41734107857157	25	1	0.0294117647058824	34	9131	58480	RHOU
SM00235	ZnMc	0.10268819263139	-2.27605813816648	29	1	0.0294117647058824	34	9131	4325	MMP16
SM00413	ETS	0.10268819263139	-2.27605813816648	29	1	0.0294117647058824	34	9131	2115	ETV1
SM00228	PDZ	0.105799438353578	-2.24621006813934	149	2	0.0588235294117647	34	9131	10611,113146	PDLIM5,AHNAK2
SM00180	EGF_Lam	0.1193263662583	-2.12589296626425	34	1	0.0294117647058824	34	9131	3910	LAMA4
SM00423	PSI	0.154883123566317	-1.86508448800282	45	1	0.0294117647058824	34	9131	3691	ITGB4
SM00280	KAZAL	0.158045568408508	-1.84487187988788	46	1	0.0294117647058824	34	9131	81796	SLCO5A1
SM00042	CUB	0.167464141795818	-1.7869860294661	49	1	0.0294117647058824	34	9131	114788	CSMD3
SM00181	EGF	0.182295235730053	-1.70212773186803	209	2	0.0588235294117647	34	9131	3910,79937	LAMA4,CNTNAP3
SM00032	CCP	0.185995477559482	-1.68203291976087	55	1	0.0294117647058824	34	9131	114788	CSMD3
SM00109	C1	0.215994932012156	-1.53250033447992	65	1	0.0294117647058824	34	9131	23025	UNC13A
SM00327	VWA	0.270065213099678	-1.30909181914863	84	1	0.0294117647058824	34	9131	3691	ITGB4
SM00490	HELICc	0.328157705917813	-1.11426097542539	106	1	0.0294117647058824	34	9131	164045	HFM1
SM00487	DEXDc	0.335723092020446	-1.09146858969302	109	1	0.0294117647058824	34	9131	164045	HFM1
SM00112	CA	0.350606602352094	-1.0480904750919	115	1	0.0294117647058824	34	9131	64084	CLSTN2
SM00239	C2	0.397917327981382	-0.921511013913947	135	1	0.0294117647058824	34	9131	23025	UNC13A
SM00054	EFh	0.415889598752161	-0.877335441557397	143	1	0.0294117647058824	34	9131	7447	VSNL1
SM00060	FN3	0.505805435924363	-0.681603197622601	187	1	0.0294117647058824	34	9131	3691	ITGB4
SM00326	SH3	0.559247697860972	-0.581162795096059	217	1	0.0294117647058824	34	9131	10529	NEBL
SM00184	RING	0.691651218393737	-0.368673470087302	310	1	0.0294117647058824	34	9131	54894	RNF43
SM00355	ZnF_C2H2	0.955994183919223	-0.0450034497157449	800	1	0.0294117647058824	34	9131	7546	ZIC2
SM00179	EGF_CA	0.999999999979949	-2.00513580363568e-11	98	0	0	34	9131
SM00369	LRR_TYP	0.999999999979983	-2.00169670588362e-11	134	0	0	34	9131
SM00433	TOP2c	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM01096	CPSase_L_D3	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00882	CoA_trans	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00494	ChtBD2	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00559	Ku78	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00661	RPOL9	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00392	PROF	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM01002	AlaDh_PNT_C	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00657	RPOL4c	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00788	Adenylsucc_synt	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00581	PSP	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00035	CLa	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00434	TOP4c	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM01097	CPSase_sm_chain	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00803	TAF	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00714	LITAF	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM01011	AMP_N	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00493	TOPRIM	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00649	RL11	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00853	MutL_C	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM01000	Aha1_N	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM01003	AlaDh_PNT_N	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00896	FDX-ACB	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00684	DM15	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00653	eIF2B_5	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00638	LPD_N	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00732	YqgFc	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00525	FES	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM01076	CG-1	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00902	Fe_hyd_SSU	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM01084	CKS	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM01070	CDC37_M	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00807	AKAP_110	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00003	NH	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00151	SWIB	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00586	ZnF_DBF	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00888	EF1_GNE	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00915	Jacalin	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00178	SAR	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00963	SRP54_N	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00466	SRA	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00731	SprT	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00956	RQC	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00758	PA14	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM01028	Beta-TrCP_D	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00761	HDAC_interact	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00551	ZnF_TAZ	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00190	IL4_13	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00777	Mad3_BUB1_I	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00555	GIT	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00756	VKc	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00986	UDG	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00818	Amelogenin	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00792	Agouti	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00951	QLQ	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00560	LamGL	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
SM00937	PCRF	0.999999999980978	-1.90222532583733e-11	2	0	0	34	9131
